ID,hl,hl_linker1,hl_linker2,hl_linker3,hl_linker4,lh,lh_linker1,lh_linker2,lh_linker3,lh_linker4,Separate
5ggq,81.04876686539065,81.30465660609792,79.14647716964016,81.24204734091607,82.23542831105712,84.21550988390337,80.332623960579,79.70452071363773,80.26334153089456,82.46454738760633,87.03731025228254
7mx8,80.53108365584997,76.834934191284,77.04336590974418,76.36440875912409,78.66786085450346,79.0431229532599,76.47215560105293,77.98022707674617,76.74712408759125,78.82356235565818,84.08964746973803
8ady,82.60257882212969,77.870447106955,78.71355255600228,77.44857351225203,79.66644361119123,82.26309042236764,78.43550847457627,79.027429638139,77.34604142357058,81.94755408133832,85.84531253363738
7kx4,82.85720110361741,81.60647802528598,79.79644293317563,81.65363581730769,80.92058212058211,82.30573574494176,80.30133353401567,79.65584269662921,80.77535456730769,81.82901692901693,86.40125979992459
5v7r,82.89522212148685,81.44740575838527,79.07673665791776,79.25907555555555,81.3477387229057,82.4312783318223,79.18853665776194,80.22118985126859,79.69146074074074,81.80933509080258,86.36572483235697
4nuj,81.16248754761206,79.90382954218255,78.30927540333995,79.36080482897384,80.49867538374075,81.12154409610312,78.48104808522892,78.48096518539485,78.02259269905144,80.14494314951678,85.3867291136458
4zd3,72.55972231191475,69.04033576179917,67.89698476841778,68.68837812203604,73.12405371642723,73.33511139812722,72.2751504592968,70.99085172520982,71.68230793550427,76.29380387257964,80.12955292662839
5itb,80.42890544238372,76.7466646760227,77.62684951598709,73.708,78.14812021213906,81.75293098206141,79.25304568527919,80.61967145790554,79.81769895678093,80.36526222746022,85.04257501960089
6foe,82.27040650406505,76.30990831115055,76.8181836675385,76.53560082669027,78.7401313485114,82.52413730803974,81.39977817213843,80.59448997384482,81.54939769707705,80.98227962638646,85.87355340410068
4lri,81.72439285714286,76.87901461988304,78.55846264367817,76.37271745475773,80.1917922077922,81.30159226190476,78.95636842105264,79.76939080459769,79.04767659077642,79.8892178932179,84.69483655174858
7n3e,81.94627620221948,78.57903753026635,78.65588882282998,78.73827190332327,81.83959988056138,82.12237669543772,78.65463680387408,78.26679548156956,78.37008157099697,80.58616900567334,86.02111184952358
5cgy,81.58237538461537,75.76158912386707,75.4247299703264,76.28159227985525,76.72417883755588,80.4475076923077,77.7808157099698,76.33775074183977,75.17554885404101,80.15563338301044,83.94315929253867
1jpt,84.25028694847269,81.74835807331111,80.61352276108302,80.21478681584519,82.55901075911538,82.60075285405739,81.46684641017873,81.85533769711397,81.29719080737829,82.9442050209205,86.39204308011449
4nry,78.69819228375856,75.47182345754429,73.02544391121775,75.41574999999999,77.26021391985537,76.20475420037336,73.68577580940745,73.99131073785242,74.23152743902439,78.1311358843025,81.64014728459401
4lrn,82.5730796460177,80.38247293447293,78.58653443526171,78.80355479840999,81.3777888888889,81.61190560471977,76.32979487179486,77.61889807162534,76.14169789892107,80.37959444444445,84.78517924023916
5whj,81.66548192771084,79.68521779713753,77.72632864996946,79.19995341614909,80.77145136544954,82.00882371591631,79.8418419415059,79.38842089187537,78.44118633540373,81.55733046946916,86.177288996139
4rir,80.78483429613864,76.80885338907136,76.34695805221473,75.37216393442623,80.30185621685327,81.25858923685011,76.9901194386384,76.89201232032855,75.352,77.5792427813789,82.74845716124594
3dif,80.76893487522823,75.6701494321578,75.98403992953612,75.36852028639619,79.42808905927455,80.9978088861838,79.0660251046025,78.93766294773928,79.16871121718377,81.55373341197286,84.36794257718182
7u0b,80.10306699446835,72.57712432106216,74.45486069946651,70.60800602409638,78.36521583804704,79.22415795943455,76.20421243210622,78.59440723177237,76.23406024096386,77.98476034534087,83.62850645359558
5cip,80.51240331491712,75.69921036769138,74.72600355239787,75.19740373044525,77.59924769550996,79.00219766728056,76.43152802893309,77.70942865600948,76.71530986762936,79.56707998810585,84.31808218003674
7n3h,83.32406933166772,78.41772225628449,78.36979831426851,78.54574051407589,81.40550952524947,81.1048126171143,78.33270386266095,79.40006020469596,78.5058659730722,78.91689749017236,86.40926265951333
4org,78.4701655629139,73.92510348905974,74.86830331202789,74.23494982290437,77.32429238400935,77.11981336544251,74.83044648137196,75.82641196978501,74.4306316410862,78.01285380799533,83.00284980219595
1hkl,81.69328658536585,79.93601497005989,77.29021470588235,77.54446204423192,79.76714327917283,81.9809512195122,79.17545808383234,76.82825294117647,78.94943514644353,80.91969571639588,86.46165924836374
7sn1,80.71465095194924,78.42289106559811,78.07558180227471,78.82198814814814,80.02669009958993,80.65992747053491,77.8924161472247,78.6622717993584,78.1886637037037,80.36431751611012,84.86028256387252
6ztd,74.0084536423841,73.75156493506493,73.97100318471338,73.96867465975373,74.96256960000001,78.23773178807946,72.14705194805194,70.64650318471338,70.36579714841218,73.2687296,81.28357040476556
6lun,84.07105893186004,78.86449668474985,79.63823860272349,81.05746089049339,82.81334225393994,83.3418876611418,80.25075346594333,80.53981053878034,80.26733453670279,82.8452601843592,86.9792453056736
6mh2,83.02196711138691,79.63765153822723,79.55210290158541,79.48477044694437,82.05529146634616,82.82988830282345,80.95618641486445,80.1029943164822,80.94670112496198,81.91098557692308,86.60213717373665
1hzh,79.04323202805377,76.98793183131139,72.97777650866172,75.02147528370841,77.90296105383733,77.40053380089616,74.79630464086269,72.45563868265754,71.27438545874206,75.46750286368844,83.21103582889884
5ur8,80.39155187703221,77.48660180075515,78.0,77.95892432589157,78.88794724770644,80.18634939402898,79.35294801045599,79.59671995432485,79.76977094810088,80.36766915137615,84.35584830474392
8ae3,82.60257882212969,77.870447106955,78.71355255600228,77.44857351225203,79.66644361119123,82.26309042236764,78.43550847457627,79.027429638139,77.34604142357058,81.94755408133832,85.84531253363738
6wgj,77.90426234765876,67.79031151667715,67.93935145151328,66.2573209798995,77.73070741545145,79.86354393842207,75.93244808055381,75.86356701667695,75.0772864321608,78.70255352156376,84.18275148225233
1za6,80.96357159933062,77.06066462408674,77.46684871020219,77.18815015297717,79.5893656716418,80.63153478364809,78.46080367664389,78.65266790611201,78.409764650506,79.03006996268657,85.2395693593283
1fve,83.07565138721351,81.53829680094788,79.69126309662398,79.60367238320521,81.44776381175095,83.37414053075995,81.51157879146919,81.85067229336438,81.47681549379067,81.48656240865245,86.91012655612226
6fg2,79.92776215224701,77.56422395676974,78.18917428487171,77.56720407551694,79.67818127962086,80.94349740140629,77.9818462924047,78.65185196107343,76.8226370991909,79.77208530805687,84.65099420821966
4qhl,81.08192414431082,78.7617680896155,77.35159381504609,75.983245693563,79.09150537634409,81.38799568300956,79.07913412049652,77.22899791852512,78.92113629495316,79.72964755077658,83.64925091266926
4hkb,72.87861471861473,66.41307215148547,66.71520653218059,67.17161942000652,71.4556241956242,72.94738594738595,70.46096963761019,68.57062119756644,66.23074291300098,73.08236164736164,77.8671307715294
2pr4,81.6185255429795,78.75538299789729,78.54256417822367,78.00678860569715,79.14757854179014,79.90141327623127,77.71036948032443,78.44632044850987,77.2232023988006,80.06890041493776,85.35359388100841
6w4w,83.19568651275819,81.56067422434367,77.58621043376318,81.45689994044075,82.00871357079775,82.66066221142164,79.87198687350836,79.34652989449003,79.86146813579514,81.22193111569032,86.37905239744634
7n6p,80.2424559306842,79.52438802465512,76.49813960196134,78.71119835921479,79.4678852838934,80.08377950403346,78.3798972703258,76.97376694548602,77.69112217990039,80.24098783314021,85.4376602244113
4fql,82.40662267546492,78.6300559811432,79.61288940359005,78.64779999999999,80.1021198022681,82.3492801439712,81.07228344136712,81.33129125651419,81.64286470588235,82.15220994475136,86.03578076275213
6q19,78.79804045893721,76.02413107947805,75.42117132867132,75.8646625222025,76.44758560140475,79.39081219806764,76.23948991696322,77.36050990675992,76.13978685612788,78.04582382206614,83.01183631126509
7jxd,82.4940446346683,80.19547283098169,78.85038631672074,79.99509739286785,82.4799289099526,83.15848975848365,80.97680276193334,77.78593040401063,80.12454899610428,81.1320497630332,85.76677740589813
6and,83.93914233015678,79.15679444612132,80.20447969166915,79.13389575173245,82.16009231685528,82.77347679065478,79.74020223362513,81.10456863326417,79.84263332329013,81.3395205479452,86.75700867156914
3u6r,79.58401993355481,77.1193783494105,75.60614226375908,78.48537927350428,77.26766614338044,79.06032668881505,77.97911039657019,75.6438888888889,77.89853632478632,78.52958137100994,83.27850184598012
1u6a,83.38161867232493,78.71367668949091,79.61431120210588,78.65122734026745,81.96773501762631,81.74472870566838,79.23631140220304,80.15659842059083,79.79341456166418,81.05967685076381,86.44922272513432
5jqd,82.2037363664693,79.97660140715816,76.01281165515171,79.90063511450381,80.87759806879903,81.02119351822998,77.49537779137351,77.696548513067,77.1409465648855,79.337757996379,85.38856088068304
7uce,80.91039588528677,78.91583537331702,76.96267427884617,74.73722052535125,79.00898581346212,80.43627182044888,78.66903916768666,77.14039963942308,78.56150885766647,79.47332327195895,85.19135961550688
2fb4,80.76346827794562,78.44002670623146,77.46497667638484,76.39504739336493,77.9854260614934,80.14404531722056,76.8159465875371,78.94411370262392,76.55130627962085,78.68647144948756,84.35923527169422
7fab,81.47534109279016,78.44493181097367,76.9214005602241,79.40560937005381,79.22611944965604,81.44235370190754,76.7922993973993,76.48986305633365,77.47555238999684,79.33818949343339,85.22244987474437
7t98,81.98727217496962,80.44501491646778,78.15377784290739,80.55827873734364,80.88285840447452,81.90427399756986,79.54144988066825,78.54954279015242,79.19591423466349,81.2102914336179,86.05853537538407
6oed,82.78203919167177,78.17343656043296,78.47500295333727,78.43714285714286,78.11992287155147,81.79396509491733,78.47475045099219,78.97903425871235,78.59844837935174,80.703159299911,86.50815193978448
6anp,80.6202781211372,75.59504550970874,76.84110250297974,72.5947365233192,77.27645016462137,80.73692521631644,79.98655643203884,79.33081346841477,80.55053301029679,78.56332235857529,84.41215978614301
6j9o,82.31027218290691,80.4869741697417,78.2327695452223,81.0211245401997,81.3456745623069,81.01171475231357,77.34870848708488,77.56493612672459,77.5642091434577,80.55276519052524,85.20031045333269
4nyl,74.33196159122085,72.37895861148199,71.77534026874729,71.47094096759875,75.01466841186736,68.92704160951075,70.26993769470404,69.91856523623754,69.81362627607635,72.15851657940664,77.20492063586568
7lk9,83.22288634252091,81.56701733049559,79.58241266049568,80.08983915022762,80.84081283743252,82.34473521214,79.40536029188203,80.42812182741118,79.58159635811836,81.72659568086382,86.9053422155367
8gv4,81.19719070609536,76.87669235328985,78.37760337798485,75.14842011834318,81.07980111143608,81.74337658418827,78.16414937759335,78.4302329644729,76.30281065088758,80.21941210880375,86.41197200545479
3piq,82.22677086589559,78.05144216017183,78.27168725519735,77.90681470137825,80.73910714285715,82.46703657392936,78.13120895980362,78.16131666164507,78.82618376722819,80.51342312348667,84.81440557740078
6xrj,81.63663281009542,80.32145965548504,77.3746660730187,78.15052187028657,80.64362552176506,81.84906124961526,78.89269870051376,78.22531018106264,76.74234690799396,80.23994036970781,85.61851944560613
6nov,82.25784675953969,80.23950922070196,77.54485096434833,78.73029394299287,81.33466686234223,81.75074197456088,78.99936049970255,78.00983635300993,78.81952790973872,80.53843263868507,85.74371328626141
7bm5,77.30707578806171,74.51090401051938,69.56867182462928,71.52740813648295,75.41961127308066,77.84686452045607,72.20872781065088,70.36606382978724,72.32525262467192,72.40907353417558,80.67392832312039
1dfb,81.6961276849642,80.11138628370459,78.83839861751152,77.15159449970744,80.35369684697714,81.00233591885441,81.0527080890973,81.00909850230414,81.64448215330601,81.69635232860863,85.4306205724728
7mf8,75.69673288508558,73.75086734693878,74.31434846698114,73.45319352905932,75.92018063369855,79.5944315403423,76.00986494597839,75.20259433962264,74.99183942480528,78.23955285756588,83.24455746190776
7l77,80.7027288941736,77.56310747663552,77.09789609644088,77.37794169096209,79.54255405015854,80.87256242568372,77.07969042056074,76.83032433983927,75.96476093294461,79.02056212164888,85.11809009868793
6azx,80.76562595653505,75.85750225428313,74.88215529967522,75.20865286528652,79.46951660735468,83.02630241812062,78.17196874060716,76.41545910835548,77.7323402340234,80.62993772241994,84.65228002776016
7dun,82.98406116207951,79.48934234234234,79.15984955752212,79.65403776978417,81.8524237037037,82.15352599388379,80.26030030030032,79.9668849557522,79.16991306954436,81.15283259259257,86.6207913634886
7nfa,84.6469894146949,79.69813875305623,79.88195678271309,79.68670835875535,82.42361471208923,82.93445828144458,80.0149358190709,80.96056422569026,80.06233984136668,81.43308411214953,86.67035737561449
7mfb,79.00988045427376,74.13994715208455,75.6557357184074,76.4139449003517,77.90532019704433,80.7152510460251,77.82711098062244,75.64709174841315,77.66017291910903,79.22614314691393,84.060258389839
5f6i,80.06270210057289,77.15136477201749,76.51759043531575,76.36469763092269,77.17695411148752,80.20687460216422,76.08137414116177,77.53516247700797,75.83092269326683,78.44768401601479,83.35008147607905
3qeg,79.17796381478074,75.28696778078891,74.90374149659864,75.10994589720468,77.63015745692216,77.76272002453234,75.58464619090635,76.7167406092872,76.15864141869552,76.54345811051692,82.83511284243548
4ocs,78.41916641588926,74.72327519952705,75.42981121115307,75.00085570964886,78.50923862310387,78.43944327414987,74.10672775642921,75.02008713331398,75.64653290056064,76.13632147024504,81.64480761271078
7n3f,81.94777097366811,79.36457606734817,77.69156526875369,77.91042617046818,78.85998813408484,81.13006123698713,77.90694828622972,78.09633195510928,78.05033613445377,79.77719074458616,85.60053656418077
4yhl,83.29854872563718,81.44848011782034,78.27469175108537,81.14511320199941,82.04777325581396,82.55809295352323,80.15318114874817,80.24858755426918,79.47013525433695,80.60467732558139,87.13171473693828
6w5d,80.2109978308026,77.31837846060237,76.78083955781297,77.66028545399332,77.3908343337335,79.49998450573288,76.63936111956191,76.43415297281148,75.95187670816884,77.7569537815126,84.7160415243394
1rzi,83.01630475594493,81.5691246928747,79.7562876960193,81.50641017780504,82.233826113299,82.30146745932416,79.76731572481573,80.23749095295537,79.9059840588596,80.84993335352924,87.17818701040297
4gsd,80.6743911554033,79.28191378783247,79.0492945061543,76.51231919438511,79.84481001206274,80.93110868888196,78.25372057474779,77.29106274392073,74.9933414708575,78.906369119421,84.81047078738837
6l8t,81.6427963073258,76.2086717378584,77.06623059229442,74.48261390186916,78.9199768986428,81.53601548540796,80.51413399648918,80.42347613571017,80.51300525700934,81.67130811435172,85.83442847336408
7vsu,82.7082593037215,79.81482900943396,79.57820393974507,79.17003237198352,80.5839423916206,81.89338535414166,79.6418012971698,79.56768250289687,79.1937904649794,80.99541751527495,86.5615823836028
4x7s,82.66045997610513,79.34212441314554,79.48767012687428,79.02492384299943,81.92768027801912,82.70676821983274,80.82881455399063,79.01034890426759,80.15228471001758,81.25739067477556,86.53531485136645
8adz,82.60257882212969,77.870447106955,78.71355255600228,77.44857351225203,79.66644361119123,82.26309042236764,78.43550847457627,79.027429638139,77.34604142357058,81.94755408133832,85.84531253363738
6q1j,79.42831716191631,76.58696843359142,76.35202457577532,76.424435196195,78.23376432559506,80.94668587022437,77.02282013103037,78.10415155061439,76.64842449464922,78.19425800764033,83.85958474944377
4hh9,81.18093555093554,76.00599649839509,77.72996558646402,77.89653073113894,79.2408064516129,80.01074844074844,78.19678435949811,78.81999426441067,79.02288668802797,79.0540034562212,84.28507323251043
1rhh,80.45698845128813,76.24183881291823,76.29573920503289,75.82626198083068,77.29031016657093,79.21139769025763,77.36194355542625,77.28473548756075,77.78223351728144,77.86980758184953,83.94794427474486
5ihz,83.09423701815865,78.71065332916537,77.14291807302854,79.06017472698909,81.60420160295932,84.13995539980885,80.45579243513599,78.47740104326482,80.35772230889235,82.39233045622687,85.89100651581262
1fgv,85.25058419243986,83.7531838316722,80.45558949624866,84.21764900662252,83.89729875742842,85.06349369988544,82.94215946843853,81.55636120042871,83.38278145695362,83.1610750945435,87.46672224095775
5y2k,81.78485696517413,77.26277777777777,77.71801558752998,77.391197440585,80.32550436615477,81.70918843283582,78.49960927960927,77.05185251798561,78.38075563680682,79.67652213188798,83.78530421994112
3kym,83.28308810172571,79.74650609574785,79.31186386210926,79.80208964084298,82.25903462441316,82.86570996064182,79.25338090990188,80.46170026292727,80.46490056396557,82.10693368544601,86.76199995416746
8ek6,80.0991504854369,77.4890137067938,75.15736533957845,75.60501189767994,78.98236401058513,79.22313410194175,77.5802651966627,75.8606206088993,77.06340868530636,76.92998823875331,83.64225707154986
5u15,68.71490151017728,65.48988087572441,65.89021162349968,65.71500642673521,67.4358584576325,71.88325344714379,67.58340952994205,66.55031901452938,68.07640745501286,70.79270707711838,77.66471754566872
5weq,83.8751636586112,79.32752778612195,80.10005016228976,79.0520059970015,82.62747480735032,82.02483328234933,79.24028837488734,78.8702183534966,79.70027286356823,79.96377000592769,86.5100004435561
6ugs,79.99982758620689,78.91344325609032,75.94944249854058,74.54724792408066,78.2255057167986,81.50818814277073,78.73274806892454,78.86142440163455,79.003081257414,78.87103488712987,84.79274395374311
8ae0,82.60257882212969,77.870447106955,78.71355255600228,77.44857351225203,79.66644361119123,82.26309042236764,78.43550847457627,79.027429638139,77.34604142357058,81.94755408133832,85.84531253363738
2d7t,85.64413218390806,83.32772222222223,78.76839784946236,83.95843300110742,84.50189159891599,85.05572988505747,80.29098888888889,79.40284946236558,81.24452934662237,84.27934417344174,88.87499414430806
7nc0,83.63284916201117,79.34692565508836,79.59770197486536,79.30588199513383,81.5733784189961,82.32476101800124,80.15974710542352,81.32865050867743,80.4427493917275,82.67716862037871,86.21920672476479
6elj,83.38785131459656,78.09024933214603,79.31572470107903,78.13958518518518,81.63173696543643,82.31528558476882,79.07651528643515,80.36128025663459,79.51150814814814,81.67759812536616,86.17990875761737
5u3p,81.5814445096888,79.34725908828621,77.77982132728305,79.41830069124423,80.39571632013673,80.36511743981208,77.89402769763414,77.29477878615995,76.36484447004608,79.78648248362289,85.03026206219394
5ggu,81.80933333333333,79.22048214285715,78.64274269005848,79.45722222222223,81.38268722466962,81.6177303030303,78.57073511904761,79.44842105263157,77.1960338680927,79.79066666666665,85.16823369927553
1fh5,77.05540703199239,70.9474013055642,71.42721086359475,70.17369221222464,75.68367259350092,78.47893886601204,73.06896176562014,76.51587732682331,72.42837418554141,74.60705395462907,85.09731630415025
5drw,78.63438842482101,74.81021688159439,76.49298675115207,73.61039789350498,75.73414231993057,77.42652147971361,74.83989449003516,76.24805587557604,73.79593914569924,76.96637547006075,82.75057581999971
7lsi,83.32941738299904,79.3441830677913,78.80597362772154,79.46936077330838,80.77395871842268,83.07205666985037,79.71957825679475,77.95600735970561,79.48397879638291,79.77992914356132,85.7284993496763
7aj6,79.20718972454348,74.03496505621392,76.04992837958818,72.65599939338793,78.5910551558753,78.65062828845558,76.34561835308416,76.1152551477171,76.4070094024871,78.27908872901678,83.1193910561133
6oc7,82.30302843016068,80.37946298543689,78.56459475566152,79.28682010902484,80.63673750374139,82.08775339925835,78.7648240291262,79.24347437425506,77.89542095699576,79.9249476204729,85.47785104446439
5chn,82.63933292720074,77.78518994914747,78.17569497502204,76.95315019408778,80.46564935064934,80.68602497715503,78.14755010469638,78.45340875697914,78.95164228127798,80.16697756788665,84.84487172220655
7ugm,81.57745688303542,79.89799630655587,78.29978543366576,79.24164362519201,79.75751973284761,81.30402320476638,79.24477685441673,78.27643094590512,79.0588233486943,80.29094110503947,85.24783725298316
5wuv,83.44762613981761,81.51046865671643,80.12529618768329,79.93208283671038,81.83124005891015,82.95555927051673,80.8513880597015,81.33031671554252,79.63366507747318,81.98025331369661,87.05302275971735
1wt5,84.59470119521913,83.72523940561365,75.150873734683,83.74851892484914,83.77053168635874,85.55980648833238,79.86914144193724,73.42662226957913,71.48970927043335,83.49627819548873,87.73599699544324
6qbc,77.77339659054358,75.70380561691385,76.34965933725611,75.98222992125984,76.45280336029869,80.28371180443872,75.70345850426003,76.55805822235986,77.1352,78.38305538270069,81.78944417009546
7s8g,81.33672558139536,78.66028310502283,77.0742720478326,78.67415375265877,80.80825525525525,81.09665426356588,78.26739421613395,78.15758445440956,78.22825888787602,81.24217417417418,85.42231173554826
3eyo,81.08488738043813,77.71744622841562,76.10502231478726,77.9575536740248,80.04393006575015,81.14148719531009,77.16917600727052,75.59962511157394,77.5698850922286,80.32594142259414,85.8556724854638
6be2,79.48374806561436,74.89563050744454,75.86181139958221,75.15447983014862,77.38788069544364,81.5548622717425,76.42517168034031,78.30353028946583,75.9829542007886,79.25631594724221,84.16530337311167
7m1c,83.59575635461871,82.16812233718808,80.00953377166768,82.0132715674362,82.8303002101471,83.59467761934283,81.10118381010346,79.01162582187688,81.21300121506681,82.97018312818973,87.56761192136676
5fha,83.15511845386534,79.0240758873929,79.37510516826923,79.32257177764203,81.55986115303351,82.21322007481297,79.4807864137087,79.90036057692308,79.62660659743433,80.49193480229398,85.87268152180461
1igm,85.15255687973998,79.46132738719831,78.70836724313327,77.99369769874478,78.9670630445925,82.76228060671721,75.68451206715635,76.71475076297051,73.84812238493724,78.16072270630447,87.18718114202325
4lkc,81.97945443645082,80.14205241460543,78.01705439814816,80.22447677836568,80.46968904388258,81.42127697841727,79.50194346289751,79.27327835648148,77.54524691358026,80.0142545771578,85.66203165908082
4uv4,79.23408181283109,74.96647484094852,76.47603752131893,73.4962702078522,77.73795603768198,77.98505591524426,75.0733892423366,76.64372654917567,73.6492811778291,76.93011704253497,82.41539906955853
5wca,78.71400428265525,77.72350856112946,76.23059309530836,75.94623688155923,78.13606994665085,78.61684613031507,77.07914989486332,75.35062555326054,76.33847676161919,77.85373443983403,83.16804905009529
6meg,82.32541563275434,78.85967113276492,76.92825059808612,77.35100303951367,80.5042114749174,82.06474565756824,79.65780755176614,74.81890550239235,78.41860486322189,80.78506758786422,85.80170074461057
6obz,82.14881355932201,81.03184304399524,78.33693925233645,80.97147181008901,81.15774420651218,82.00764527845035,80.18865636147444,79.10147196261684,79.72485163204747,80.95053681431504,86.15889824291664
6ani,83.33071206467662,78.02934065934066,78.07147781774579,78.06065204143815,81.41070460704607,81.76069029850747,79.15171855921857,78.97744004796162,78.88574040219379,79.9783830171635,86.47112568069306
3eyq,82.04572364316905,79.15603796693202,77.0849879735418,79.09625611246945,81.53029296285112,82.3772988147224,79.02891304347825,76.00796452194828,79.03091687041564,80.8393566898218,86.00142322954824
7u5g,81.44369879518071,78.73701183431953,77.20501453488372,78.38765505020673,79.95473284671533,81.3336626506024,79.78586982248521,80.46402325581396,79.17279976373301,80.56494890510949,85.15019155699665
4fqq,78.60467230443975,74.60673094037377,75.41870591664238,74.00325436778205,78.29797423887588,79.56430987617034,73.21118955799466,73.18836782279219,72.70912940479717,75.41920960187353,82.33253103947422
6vi2,79.8352001185888,77.46829303815903,78.13204408817634,76.44640593195696,76.89974698102358,80.7186125111177,77.00586076318089,78.5557572287432,77.37145972666471,80.30372915468661,84.54116741623645
4qhm,80.13522118380062,78.53732415902141,76.77457657657658,78.88388888888889,78.33620814479637,80.42002180685358,76.8681865443425,76.13185585585585,77.01087606837606,78.0954992458522,83.5437078300902
5uix,81.59441438763376,77.88870327102804,78.2031343283582,78.33835860058309,79.3884894782358,79.76286860879905,77.85264018691589,78.41547646383468,78.46415743440234,80.09182185067743,84.55227880501224
4g6k,83.77300212701307,81.8870426738287,79.42790384051597,81.6949419124218,82.24403415783274,82.23413248252811,80.22591465234258,79.64109938434476,80.29345248733989,81.032105418139,87.22978611405132
